locationDetails.name,locationDetails.locationId,locationDetails.kioskId,locationDetails.addressLine1,locationDetails.addressLine2,locationDetails.addressLine3,locationDetails.city,locationDetails.state,locationDetails.country,locationDetails.postalCode,locationDetails.distance,locationDetails.distanceuom,locationDetails.retailerId,locationDetails.latitude,locationDetails.longitude,locationOperatingHours.monHours,locationOperatingHours.tueHours,locationOperatingHours.wedHours,locationOperatingHours.thuHours,locationOperatingHours.friHours,locationOperatingHours.satHours,locationOperatingHours.sunHours,locationPhone.addToPhone,locationPhone.phone,locationServices.sendMoney,locationServices.receiveMoney,locationServices.billPayment,locationServices.addToPhone,locationServices.moneyOrder,locationServices.recCurrencies,locationServices.sendCurrencies,locationServices.xpressPackage,locationServices.purchaseMoneygramCard,locationServices.reloadMoneygramCard,locationServices.receiveToCard,locationServices.payWithCash,locationServices.reloadOtherCard,locationServices.payPal,locationServices.coinMe
MULTISERVICES - #4 - VILLEJUIF,72344668,,3 AVENUE LOUIS ARAGON,,,VILLEJUIF,,FR,94800,339.931711622877,km,291347492,48.7887,2.36759,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,10:00 AM - 07:00 PM,False,146720279,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LK NET - PARIS,74113871,,71 RUE DE LA TOMBE ISSOIRE,,,PARIS,,FR,75014,339.955207315481,km,291517836,48.8285,2.33324,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,False,645654987,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAA GROUP - #1 - VILLEJUIF,73497187,,92 RUE JEAN JAURES,,,VILLEJUIF,,FR,94800,339.983382106953,km,291468400,48.7908,2.36657,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,181530960,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
NK - VILLEJUIF,74322727,,15 BIS PLACE PAUL ELUARD,,,VILLEJUIF,,FR,94800,340.004057200011,km,291537024,48.786,2.37103,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,False,652955891,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE SCORE - ST PERE,67476680,MP00044711,LE GUE BOTRON,,,ST PERE,,FR,58200,340.109250165599,km,946781862,47.4037,2.94993,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,07:30 AM - 01:30 PM,07:30 AM - 01:30 PM,False,0386281174,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
N.I.N.B. - COLOMBES,73493741,MP00045470,34 BOULEVARD EDGAR QUINET,,,COLOMBES,,FR,92700,340.192521767229,km,291468145,48.9247,2.24779,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,False,988427682,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
FH CASH TELECOM - PARIS,72648474,,63 rue du Montparnasse,,,PARIS,,FR,75014,340.214140084982,km,291381979,48.8418,2.32544,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,145480747,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SARL MJ,66088613,,27 AVENUA JEAN JAURES,,,GENTILLY,,FR,94250,340.241092170774,km,637935654,48.8134,2.35106,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,10:00 AM - 10:30 PM,11:00 AM - 10:00 PM,False,146648039,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ALL ONE SERVICES,74388392,,3 PLACE DU 11 NOVEMBRE,,,ARGENTEUIL,,FR,95100,340.270760218536,km,291544231,48.9356,2.23846,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,753256245,True,True,False,False,False,,,False,False,False,False,False,False,False,False
GIULIETTA SHOP - COLOMBES,72252352,,155 RUE SAINT DENIS,,,COLOMBES,,FR,92700,340.338691539015,km,291343151,48.924,2.2508,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,10:00 AM - 09:00 PM,False,157712341,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
JOY MOBILE SOLUTION - PAIRS,71882406,MP00045370,11 BIS RUE PIERRE DEMOURS,,,PAIRS,,FR,75017,340.342849906217,km,291307544,48.8803,2.29228,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,952546294,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SADAT PRESSE - PARIS,73776222,MP00045120,2 AVENUE REILLE,,,PARIS,,FR,75014,340.344973106137,km,291488851,48.8263,2.34136,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 02:00 PM,False,177173974,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
VJNORD TABAC PRESSE CAFE - ARGENTEUIL,72150085,MP00045035,2 12 ESPLANADE DE L EUROPE,,,ARGENTEUIL,,FR,95100,340.375753357378,km,291331717,48.9524,2.22364,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,08:00 AM - 07:00 PM,09:00 AM - 01:00 PM,False,615660654,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BAZAR DU VAL,74369052,,2 A 12 ESPLANADE DE L'EUROPE,,,ARGENTEUIL,,FR,95100,340.375753357378,km,291542051,48.9524,2.22364,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,115660654,True,True,False,False,False,,,False,False,False,False,False,False,False,False
LEO LAGRANGE MULTISERVICE - VILLEJUIF,74420849,,42 AVENUE DE PARIS,,,VILLEJUIF,,FR,94800,340.526647165828,km,291545950,48.8039,2.36382,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,141651368,True,True,False,False,False,,,False,False,False,False,False,False,False,False
BENJO EXO MARKET - MONTGERON,70408535,,RUE RAYMOND PAUMIER CENTRE COMMERCIAL PLACE DU SOLEIL,,,MONTGERON,,FR,91230,340.558298432564,km,291175345,48.7042,2.44678,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,0698822410,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TITI - COLOMBES,74132438,,54 RUE DU BOURNARD,,,COLOMBES,,FR,92700,340.599213273729,km,291520795,48.9228,2.25619,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,637511267,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
NOVACAMBIOS FRANCE - #AG301 - PARIS,72866997,,10 RUE DU COLISEE,,,PARIS,,FR,75008,340.76411693181,km,291396428,48.8705,2.3081,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,142254115,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SAS CALL - CHOISY LE ROI,68898940,,33 AVENUE GAMBETTA,,,CHOISY LE ROI,,FR,94600,340.793371922969,km,291062791,48.7632,2.40254,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,0148848694,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AGENCE MONEYGRAM KREMLIN BICETRE,66153331,,36 AVENUE DE FONTAINEBLEAU,,,LE KREMLIN BICETRE,,FR,94270,340.877166336974,km,647919415,48.8138,2.36073,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,0145152893,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PHONELABS,74318388,,5 AVENUE GAMBETTA,,,CHOISY-LE-ROI,,FR,94600,340.956084235251,km,291536653,48.7638,2.40457,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,951238757,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LOISIRS ET PRESSE,74437748,,1-3 Rue du General Leclerc,,,BOIS-COLOMBES,,FR,92270,341.035000681459,km,291547638,48.9132,2.27246,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,147845307,True,True,False,False,False,,,False,False,False,False,False,False,False,False
GSM SERVICE JNA - ASNIERES-SUR-SEINE,74099788,,62 RUE DES BOURGUIGNONS,,,ASNIERES-SUR-SEINE,,FR,92600,341.115391156867,km,291516848,48.9135,2.27343,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,172616321,False,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
OPHIR - CHOISY LE ROI,66556750,,1 GALERIE ROUGET DE LISLE,,,CHOISY LE ROI,,FR,94600,341.133221014459,km,738197966,48.7644,2.4069,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,09:30 AM - 03:00 PM,False,0953460060,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TAXIPHONE,67153835,,63 RUE JEAN JAURES,,,LEVALLOIS PERRET,,FR,92300,341.157441586468,km,883434779,48.8927,2.29381,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,False,155909345,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CHEZ MAMAN - CHOISY-LE-ROI,73519078,,2 RUE LOUISE MICHEL,,,CHOISY-LE-ROI,,FR,94600,341.242317308899,km,291472766,48.7663,2.40695,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,12:00 AM - 12:00 AM,False,768733656,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAISON BLANCHE MULTI,74199099,,33 RUE CAILLAUX,,,PARIS,,FR,75013,341.248807065628,km,291531728,48.8222,2.35921,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,False,695512595,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CYBER PHONE - PARIS,70195259,MP00045259,106 AVENUE D ITALIE,,,PARIS,,FR,75013,341.268179184139,km,291154356,48.8247,2.35731,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,0953513697,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TAXILAV - VITRY SUR SEINE,72689572,MP00045429,165Q AVENUE ROUGET DE LISLE,,,VITRY SUR SEINE,,FR,94400,341.279061096183,km,291388479,48.7828,2.39371,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,143289887,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
NRJ PHONE,74061826,,4 AV. ANATOLE FRANCE,,,CHOISY-LE-ROI,,FR,94600,341.297607776627,km,291516676,48.7645,2.4093,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,665097338,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MULTI SERVICE - CHOISY LE ROI,73299521,,8 BIS AVENUE ANATOLE FRANCE,,,CHOISY LE ROI,,FR,94600,341.311388834914,km,291445975,48.7643,2.40972,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,False,665481756,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
JOSY CREATION - CHOISY LE ROI,71918516,,4 8 AVENUE ANATOLE FRANCE,,,CHOISY LE ROI,,FR,94600,341.311388834914,km,291306751,48.7643,2.40972,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,614405143,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAIRIE INFORMATIQUE - VITRY-SUR-SEINE,74026557,,35 AVENUE DE L' ABBE ROGER DERRY RUE CLEMENT PERROT,,,VITRY-SUR-SEINE,,FR,94400,341.403589536099,km,291516453,48.7891,2.39029,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,651219879,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TOLBIAC INFORMATIQUE - PARIS,73830854,,49 AVENUE D ITALIE,,,PARIS,,FR,75013,341.403992957839,km,291496999,48.8271,2.35734,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,681880279,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
THIRAJ MINI MARKET - IVRY SUR SEINE,68880712,MP00045229,162 BOULEVARD DE STALINGRAD,,,IVRY SUR SEINE,,FR,94200,341.417427948666,km,291061069,48.8051,2.37674,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,0967293804,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
IMAN AFFAIRES - ARGENTEUIL,73370518,MP00045461,85 RUE PAUL VAILLANT COUTURIER,,,ARGENTEUIL,,FR,95100,341.427447906134,km,291459004,48.9435,2.24951,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,False,134119994,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SARL POINT COM,72190362,,147 AVENUE DE VERDUN,,,IVRY SUR SEINE,,FR,94200,341.444194969067,km,291336365,48.8084,2.37436,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,02:00 PM - 08:30 PM,False,170130231,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CHARMA EXO - ASNIERES SUR SEINE,74286630,,36 RUE GALLIENI,,,ASNIERES SUR SEINE,,FR,92600,341.679445194271,km,291534026,48.9088,2.28702,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,False,761256075,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SM INFORMATIQUE SERVICE - PARIS,73979870,MP00045559,106 RUE MOUFFETARD,,,PARIS,,FR,75005,341.68605311654,km,291506567,48.841,2.3495,06:00 AM - 01:00 AM,06:00 AM - 01:00 AM,06:00 AM - 01:00 AM,06:00 AM - 01:00 AM,06:00 AM - 01:00 AM,06:00 AM - 01:00 AM,06:00 AM - 01:00 AM,False,955850342,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CFFA,66329709,,56 AVENUE D IVRY,,,PARIS,,FR,75013,341.707741270032,km,676815945,48.8239,2.36497,09:20 AM - 05:30 PM,09:20 AM - 05:30 PM,09:20 AM - 05:30 PM,12:00 AM - 12:00 AM,09:20 AM - 05:30 PM,09:20 AM - 05:30 PM,09:30 AM - 05:00 PM,False,144232308,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SARL RAIZ TELECOM - ARGENTEUIL,71180661,,8 BOULEVARD HELOISE,,,ARGENTEUIL,,FR,95100,341.714185628328,km,291239947,48.9431,2.25463,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,139824629,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RAGI MARCHE - MONTGERON,73033088,MP00045443,52 54 RUE DU DOCTEUR LEON DEGLAIRE,,,MONTGERON,,FR,91230,341.71640401391,km,291429158,48.708,2.46162,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,False,629922220,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KABALEN - PARIS,74142978,,31 RUE JOUFFROY D ABBANS,,,PARIS,,FR,75017,341.723379758836,km,291520797,48.8858,2.30934,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,False,616276905,False,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ALAI,73359225,,54 RUE DE PARIS,,,VILLENEUVE SAINT GEORGES,,FR,94190,341.739897024262,km,291459568,48.7275,2.4464,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,951712471,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DIGIZY - CHOISY LE ROI,73905446,,13 AVENUE VICTOR HUGO,,,CHOISY LE ROI,,FR,94600,341.7873802241,km,291514268,48.7672,2.41468,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,974972915,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DK - ARGENTEUIL,73919270,,34 RUE CAREME PRENANT,,,ARGENTEUIL,,FR,95100,341.800057579367,km,291501602,48.9454,2.2537,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,175407826,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
NET@PHONE - VILLENEUVE ST GEORGES,73501251,,59 RUE DE PARIS,,,VILLENEUVE ST GEORGES,,FR,94190,341.814202392875,km,291469196,48.7286,2.44672,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,663442178,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAG PRESSE - SANCOINS,67489716,MP00044713,19 RUE MAURICE LUCAS,,,SANCOINS,,FR,18600,341.821002679277,km,950053378,46.8318,2.92079,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0248745114,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PAK DECO BAZAR - BOIS-COLOMBES,74157497,,141 RUE DES BOURGUIGNONS,,,BOIS-COLOMBES,,FR,92270,341.828428044779,km,291523560,48.9188,2.27989,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,False,142427543,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SALAM COM,72260836,,7 RUE DESFRESNE BAST,,,ARGENTEUIL,,FR,95100,341.834860094044,km,291345133,48.9461,2.2536,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,False,134346310,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PAK TELECOM - ASNIERE SUR SEINE,68281829,,190 RUE DES BOURGUIGNONS,,,ASNIERE SUR SEINE,,FR,92600,341.85250339676,km,291013546,48.9187,2.28037,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,08:45 AM - 07:30 PM,09:30 AM - 08:30 PM,False,0178537573,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
POINT K,74359321,,12 RUE MICHELET,,,ARGENTEUIL,,FR,95100,341.874980684224,km,291544225,48.9481,2.25227,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,12:00 AM - 12:00 AM,False,985226529,True,True,False,False,False,,,False,False,False,False,False,False,False,False
SMARTPHONE 94 - VITRY-SUR-SEINE,74059582,,6 PL. JEAN MARTIN,,,VITRY-SUR-SEINE,,FR,94400,341.876816514241,km,291516454,48.7919,2.39533,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,175373165,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
S.PRESSING - ASNIERES SUR SEINE,74145195,,204 BOULEVARD VOLTAIRE,,,ASNIERES SUR SEINE,,FR,92600,341.909413161908,km,291520436,48.9191,2.28093,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,09:00 AM - 08:00 PM,False,147338259,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DIRECT CONSEILS - ASNIERES SUR SEINE,73920560,,378 AVENUE D ARGENTEUIL,,,ASNIERES SUR SEINE,,FR,92600,341.915225448501,km,291513812,48.9272,2.27331,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,171005969,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MULTISERVICES 2 - VILLENEUVE ST GEORGES,69319965,,6 RUE DE VERDUN,,,VILLENEUVE ST GEORGES,,FR,94190,341.969584229179,km,291092517,48.7302,2.4478,08:45 AM - 08:45 PM,08:45 AM - 08:45 PM,08:45 AM - 08:45 PM,08:45 AM - 08:45 PM,08:45 AM - 08:45 PM,08:45 AM - 08:45 PM,08:45 AM - 08:45 PM,False,0951917025,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CORDONNERIE - ASNIERES SUR SEINE,67798410,MP00045216,NICK SERVICES COORDONNERIE,3BIS AVENUE DE LA REDOUTE CCIAL CARREFOUR MARKET,,ASNIERES SUR SEINE,,FR,92600,341.979766438764,km,290977638,48.9274,2.2741,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,0147990944,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MK MINI MARKET - CROSNE,74252363,,10 RUE BOILEAU,,,CROSNE,,FR,91560,342.008134237061,km,291530793,48.715,2.46056,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,954753279,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SS TELECOM - IVRY SUR SEINE,68638391,MP00045226,48 AVENUE MAURICE THOREZ,,,IVRY SUR SEINE,,FR,94200,342.017387543935,km,291043092,48.8176,2.37533,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,0650073753,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
